<<<<<<< HEAD
battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
-0.04898268061089081,1.0100505037878158,-1.253064196519815,-1.019183979313898,-0.3017032060878515,-1.0439655927422493,-0.8294114105368309,-0.006069151494834045,1.1797132426296217,-0.22756439290940172,0.5085935005072734,-0.03856020401929296,-1.4337603653984476,-0.381030821795736,-1.259795506125017,-0.6353166675633032,-0.36814045243855786,0.5596406313378746,-1.0060181084889308,0.9860966422066364
0.645290506940368,-0.9900495037128095,0.8307794171595057,-1.019183979313898,-0.07130747788025202,-1.0439655927422493,-0.6089185622234475,0.6875481622004737,0.6145946861257672,0.6468424962717766,0.17871284507852472,-0.2526833850943948,1.028681702288234,1.5148421773887835,0.6394533488641729,0.7423125356820234,0.9133031910571687,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
1.209814279113195,-0.9900495037128095,0.9533584532582887,0.981177118456265,-0.9928903907106499,-1.0439655927422493,-1.3806435313202894,1.0343568190481278,-0.3461068599307856,1.0840459408623657,-0.6459887934933469,0.5429532772162468,0.6954188660599613,-0.5940398990387438,-1.4972016129986656,-1.094526401978412,1.0963665686994153,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.3311603433925854,1.0100505037878158,1.5662536337522064,0.981177118456265,2.4630455324033425,-1.0439655927422493,1.5408867088320406,-1.3933037788854497,-1.6458795398896513,-0.6647678374999909,1.333295139079145,0.761584314735035,-0.09608036998218644,-0.8328682583718131,1.351671669485119,1.4311271373046865,0.7302398134149221,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-1.6401202481463988,1.0100505037878158,1.0759374893570723,-1.019183979313898,-0.9928903907106499,0.9578859753157553,1.6511331329887322,0.34073950535281977,-0.3461068599307856,0.6468424962717766,-1.635630759779593,-0.3518562268554946,-1.2532429957748,0.3594293038585291,0.8768594557378216,1.4311271373046865,-0.7342672077230512,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.36766545522458344,1.0100505037878158,0.21788423666558757,0.981177118456265,-0.7624946625030504,-1.0439655927422493,1.430640284675349,1.0343568190481278,-1.5328558285888803,1.0840459408623657,0.5085935005072734,-1.1497468173879795,1.4822894515989384,1.63932800175158,-0.7849832923777195,-0.6353166675633032,-1.4665207182920377,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.5587908966880801,-0.9900495037128095,1.8114117059497739,-1.019183979313898,-0.3017032060878515,-1.0439655927422493,-1.1050274709285601,0.34073950535281977,-0.17657129297962923,-0.6647678374999909,-0.8109291212077213,0.6105711238715421,-0.6538327556142262,-0.6152485950412943,0.40204724199052416,-0.4057118003557487,1.6455567016261552,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-1.1347804198304006,-0.9900495037128095,0.3404632727643712,-1.019183979313898,-0.7624946625030504,-1.0439655927422493,-1.1050274709285601,-1.0464951220377958,-0.48738649905674925,-1.539174726681169,0.17871284507852472,0.6533957600865625,-0.24188286083205576,-0.939833855602068,-1.259795506125017,0.053497934059360104,1.4624933239839086,-1.7868609675630667,0.9940178924830986,0.9860966422066364
-0.8047161175519333,-0.9900495037128095,0.9533584532582887,0.981177118456265,-0.9928903907106499,0.9578859753157553,-0.9396578346935226,-0.3528778083424879,-1.052505055560604,1.0840459408623657,-1.635630759779593,0.27924367526059507,-1.040325072628959,-0.6585881042638976,0.8768594557378216,0.9719174028895778,-1.1003939630075446,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.7933345898871585,1.0100505037878158,0.8307794171595057,0.981177118456265,-0.07130747788025202,-1.0439655927422493,0.658915315578507,-0.006069151494834045,1.6318080878327055,1.5212493854529547,0.5085935005072734,0.9666917829227641,1.438317271818819,-1.2662633505978462,-1.259795506125017,-0.6353166675633032,-1.4665207182920377,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
1.125590974393862,1.0100505037878158,1.5662536337522064,-1.019183979313898,-0.3017032060878515,0.9578859753157553,0.2179296189517402,1.7279741327434355,-0.6004102103575202,0.6468424962717766,1.6631757945078938,-0.649374752138794,-1.6767645168148966,1.3387177888458635,1.1142655626114704,2.3495466061349046,-0.36814045243855786,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.23327920547552264,1.0100505037878158,0.7082003810607219,0.981177118456265,-0.9928903907106499,-1.0439655927422493,0.2179296189517402,-0.3528778083424879,-0.939481344259833,1.5212493854529547,-1.4706904320652185,-0.38791907840498546,-1.5679912299903909,0.06988449756283892,1.351671669485119,1.8903368717197957,0.7302398134149221,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
1.642312330374635,1.0100505037878158,0.9533584532582887,0.981177118456265,-0.7624946625030504,0.9578859753157553,1.5960099209103864,-0.6996864651901419,-1.5328558285888803,1.0840459408623657,-1.14080977663647,-0.991971841858957,0.10989457740889878,1.6052096647039988,-0.5475771855040708,0.2831028012669145,-0.002013697154064573,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.9844600313506552,-0.9900495037128095,-1.253064196519815,0.981177118456265,2.0022540759881435,-1.0439655927422493,-1.490889955476981,1.3811654758957816,1.0949454591540435,1.5212493854529547,1.333295139079145,-0.5569636950432237,0.0265788683518306,-1.2072478486777054,0.8768594557378216,0.053497934059360104,-0.18507707479631122,0.5596406313378746,0.9940178924830986,0.9860966422066364
-1.0824253925724368,1.0100505037878158,-1.253064196519815,-1.019183979313898,1.0806711631577455,0.9578859753157553,1.044777800126928,-0.6996864651901419,-1.024249127735411,0.2096390516811874,0.34365317279289903,-0.838704722773621,0.061293747125609005,0.6830924472018006,-0.310171078630422,0.053497934059360104,-0.36814045243855786,0.5596406313378746,0.9940178924830986,0.9860966422066364
1.3759845830189061,1.0100505037878158,0.3404632727643712,0.981177118456265,2.0022540759881435,0.9578859753157553,-0.8845346226151768,0.6875481622004737,-0.17657129297962923,0.6468424962717766,1.333295139079145,-1.1880635971593134,-1.5541052784808795,1.0039892388925655,0.6394533488641729,1.8903368717197957,0.7302398134149221,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.2515738730438811,1.0100505037878158,-1.253064196519815,0.981177118456265,0.38948397853494693,-1.0439655927422493,0.05255998271670267,0.34073950535281977,0.19075576874787625,1.5212493854529547,-0.4810484657789726,0.660157544752092,-0.059051165956822804,-0.6309245877388316,1.1142655626114704,2.1199417389273503,1.4624933239839086,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.0368992819133378,-0.9900495037128095,0.3404632727643712,0.981177118456265,-0.9928903907106499,0.9578859753157553,0.6037921035001611,1.7279741327434355,-0.9677372720850257,-0.6647678374999909,-0.9758694489220956,1.2461788824313182,0.5079585206815579,-0.09978507045756554,0.8768594557378216,-0.4057118003557487,1.279429946341662,0.5596406313378746,0.9940178924830986,-1.0140993866100703
0.03296431857548729,1.0100505037878158,-1.253064196519815,0.981177118456265,0.15908825032734747,0.9578859753157553,-1.490889955476981,-1.0464951220377958,0.3320354078738399,-1.10197128209058,1.4982354667935194,0.08991370462576816,-1.243985694768459,-0.22703724647286888,0.6394533488641729,-1.3241312691859664,-1.2834573406497911,0.5596406313378746,0.9940178924830986,-1.0140993866100703
0.9571443649551958,-0.9900495037128095,1.5662536337522064,-1.019183979313898,0.15908825032734747,-1.0439655927422493,-0.8845346226151768,0.34073950535281977,-1.448088045113302,-1.539174726681169,1.6631757945078938,0.3919400863527539,-0.8088925474704364,1.042718162027658,1.5890777763587678,1.8903368717197957,-0.36814045243855786,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
0.5314752302926207,1.0100505037878158,0.9533584532582887,-1.019183979313898,0.38948397853494693,-1.0439655927422493,1.5960099209103864,-1.3933037788854497,0.7841302530769236,0.6468424962717766,1.4982354667935194,0.1462619101718476,-0.4617437597326523,0.5097344103113874,1.5890777763587678,2.1199417389273503,-0.5512038300808045,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.9457628372904211,1.0100505037878158,-0.027273835531979467,0.981177118456265,-0.9928903907106499,0.9578859753157553,0.6037921035001611,-0.6996864651901419,-0.8829694886094475,-1.10197128209058,-1.635630759779593,-0.2233823182104335,-1.4407033411532033,0.9108553999248437,-0.07276497175677328,-0.1761069331481943,-0.18507707479631122,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-1.073320170440617,-0.9900495037128095,0.4630423088631546,-1.019183979313898,2.6934412606109417,0.9578859753157553,-0.7191649863801393,-1.0464951220377958,1.2644810261052,0.6468424962717766,1.1683548113647708,-0.8432125792173073,-0.5820886728150841,0.29580321585087743,-1.4972016129986656,-1.094526401978412,-0.9173305853652978,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.007924957712982869,-0.9900495037128095,-0.5175899799271135,0.981177118456265,-0.9928903907106499,-1.0439655927422493,-1.2152738950852517,0.34073950535281977,0.6993624696013454,-1.10197128209058,-1.4706904320652185,-0.4194740735107899,-0.061365491208408035,-0.9905503025646889,-0.310171078630422,-1.094526401978412,-1.2834573406497911,0.5596406313378746,-1.0060181084889308,0.9860966422066364
1.4033002494143654,-0.9900495037128095,-1.253064196519815,-1.019183979313898,0.15908825032734747,-1.0439655927422493,-0.002563229361643179,0.34073950535281977,1.3209928817555854,1.5212493854529547,1.333295139079145,-0.85222829210468,-0.20948230730986256,1.6679136354941482,-1.259795506125017,-1.3241312691859664,-0.7342672077230512,0.5596406313378746,-1.0060181084889308,0.9860966422066364
0.8478816993733583,-0.9900495037128095,-1.253064196519815,0.981177118456265,-0.07130747788025202,0.9578859753157553,-0.2781792897533724,1.3811654758957816,1.6600640156578983,-1.539174726681169,0.013772517364150388,-1.0866368271763704,-0.5566310950476466,0.8795034145297689,0.6394533488641729,-0.8649215347708576,-0.9173305853652978,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-0.6362695081132672,1.0100505037878158,1.3210955615546396,0.981177118456265,2.4630455324033425,-1.0439655927422493,-0.6640417743017933,1.7279741327434355,-1.5893676842392657,-0.22756439290940172,1.4982354667935194,-0.18957339488278585,0.8782505609351942,1.6974213864542187,0.8768594557378216,-1.094526401978412,-0.9173305853652978,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.8479659226780772,-0.9900495037128095,-1.253064196519815,0.981177118456265,0.15908825032734747,0.9578859753157553,0.7691617397351987,-0.006069151494834045,1.0949454591540435,1.5212493854529547,-0.4810484657789726,0.1056912021786704,1.0055384497723816,1.5683249760039109,-0.07276497175677328,1.2015222700971322,-1.6495840959342845,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.2879947615711603,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.9928903907106499,0.9578859753157553,-1.1050274709285601,1.3811654758957816,1.4057606652311636,-0.22756439290940172,-0.6459887934933469,0.2972751010353405,-0.3066839678764421,1.0860576712502612,-0.310171078630422,-1.3241312691859664,1.6455567016261552,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.07857465253930512,1.0100505037878158,1.3210955615546396,-1.019183979313898,-0.9928903907106499,-1.0439655927422493,-1.2152738950852517,-0.6996864651901419,1.6600640156578983,1.0840459408623657,-1.14080977663647,-0.3721415808520832,0.5334160984489954,-0.3690432979682074,-0.310171078630422,-0.8649215347708576,1.4624933239839086,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.3510294454611205,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.7624946625030504,-1.0439655927422493,0.49354567934346943,1.7279741327434355,1.6035521600075127,1.0840459408623657,0.013772517364150388,-0.7169925987940894,-1.5541052784808795,0.7725378172995139,-0.07276497175677328,0.7423125356820234,-1.2834573406497911,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.7978029776483495,1.0100505037878158,-1.1304851604210315,0.981177118456265,-0.9928903907106499,0.9578859753157553,1.430640284675349,1.3811654758957816,-1.561111756414073,1.0840459408623657,-0.4810484657789726,-0.7350240245688348,-0.10533767098852735,1.2354406604856174,1.5890777763587678,0.9719174028895778,-0.9173305853652978,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.22653451218137668,1.0100505037878158,-0.7627480521246808,0.981177118456265,0.38948397853494693,0.9578859753157553,1.430640284675349,-0.006069151494834045,0.5863387583005745,-1.10197128209058,0.17871284507852472,0.21838761327082926,-0.5844029980666694,-0.25285652856293045,-0.7849832923777195,-0.4057118003557487,-0.5512038300808045,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1.7197067184951031,1.0100505037878158,-1.007906124322248,-1.019183979313898,0.15908825032734747,-1.0439655927422493,-1.490889955476981,-0.3528778083424879,1.377504737405971,-1.10197128209058,-0.4810484657789726,-1.2601893002582951,0.6815329145504498,-0.26576616960796123,-0.07276497175677328,1.2015222700971322,1.279429946341662,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.0141362265837883,-0.9900495037128095,-0.3950109438283302,0.981177118456265,-0.7624946625030504,0.9578859753157553,0.3281760431084319,0.34073950535281977,1.0101776756784655,-0.22756439290940172,-0.4810484657789726,1.309288872642927,1.304086407226876,0.935752564797403,-1.4972016129986656,-1.094526401978412,0.18104968048818207,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.6294405915144023,-0.9900495037128095,-0.6401690160258973,0.981177118456265,2.2326498041957428,-1.0439655927422493,-1.6562595917120186,1.3811654758957816,-0.4308746434063638,-1.539174726681169,1.6631757945078938,2.1928287356054526,1.537833257636984,-0.5838966096462196,0.8768594557378216,-0.8649215347708576,0.5471764357726754,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.14458751299499858,1.0100505037878158,-0.2724319077295465,-1.019183979313898,-0.532098934295451,-1.0439655927422493,-0.7191649863801393,-0.6996864651901419,0.6711065417761527,1.0840459408623657,-0.15116781035022395,0.5136522103322855,0.32975547630949537,-0.1661775101177238,-0.7849832923777195,-0.4057118003557487,-0.36814045243855786,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-1.6423965536793539,-0.9900495037128095,-0.14985287163076313,0.981177118456265,-0.3017032060878515,0.9578859753157553,0.05255998271670267,1.0343568190481278,1.2079691704548146,-0.22756439290940172,-0.31610813806459825,0.03356549907968872,-0.6422611293563001,1.4567487926861449,1.1142655626114704,2.3495466061349046,-0.002013697154064573,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-0.6408221191791771,1.0100505037878158,1.198516525455856,-1.019183979313898,-0.07130747788025202,-1.0439655927422493,-1.3806435313202894,1.0343568190481278,-0.939481344259833,0.2096390516811874,0.013772517364150388,1.2529406670968477,0.5403590742037511,-0.25654499743293924,-0.07276497175677328,-0.1761069331481943,-0.7342672077230512,0.5596406313378746,-1.0060181084889308,0.9860966422066364
1.7128778018962383,1.0100505037878158,1.4436745976534233,-1.019183979313898,0.15908825032734747,0.9578859753157553,1.761379557145424,1.3811654758957816,0.13424391309749079,-1.10197128209058,0.5085935005072734,0.9306289313732733,0.1700670339501147,-0.36074424301068764,-1.7346077198723144,-0.6353166675633032,-0.5512038300808045,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.9208076997326355,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.532098934295451,0.9578859753157553,-0.2781792897533724,-1.0464951220377958,-0.48738649905674925,-1.539174726681169,1.0034144836503964,1.7488048759023467,0.48944391866887604,-0.49168488789599973,-0.310171078630422,0.7423125356820234,1.6455567016261552,0.5596406313378746,0.9940178924830986,-1.0140993866100703
1.4556552766723292,1.0100505037878158,-1.253064196519815,-1.019183979313898,1.0806711631577455,-1.0439655927422493,-0.16793286559668072,0.34073950535281977,-1.561111756414073,1.5212493854529547,1.4982354667935194,-0.9807022007497411,-0.5219162162738682,-0.7286690127940647,1.351671669485119,0.2831028012669145,-1.6495840959342845,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
-1.1962406692201841,1.0100505037878158,0.0953052005668042,-1.019183979313898,0.6198797067425464,0.9578859753157553,-1.6562595917120186,-0.3528778083424879,1.1514573148044291,1.5212493854529547,-0.15116781035022395,1.2754799493152795,0.2927262722841317,-1.5115465304534308,-0.5475771855040708,0.053497934059360104,-1.2834573406497911,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.9708021981529256,1.0100505037878158,-1.253064196519815,-1.019183979313898,-0.3017032060878515,0.9578859753157553,1.5408867088320406,-1.0464951220377958,1.5187843765319347,0.6468424962717766,1.333295139079145,2.0891480374006663,1.0009097992692113,-0.4824637157209778,1.351671669485119,2.579151473342459,0.5471764357726754,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.9617811993258246,-0.9900495037128095,1.8114117059497739,0.981177118456265,-0.532098934295451,-1.0439655927422493,-1.2703971071635978,-1.3933037788854497,-0.6569220660079056,-1.539174726681169,-1.14080977663647,1.2416710259876318,0.9245370659668988,1.592300023658968,-0.5475771855040708,-0.6353166675633032,0.5471764357726754,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-1.2827402794724723,-0.9900495037128095,1.0759374893570723,-1.019183979313898,-0.7624946625030504,-1.0439655927422493,0.5486688914218153,0.34073950535281977,1.3209928817555854,1.0840459408623657,-1.3057501043508444,-0.36763372440839687,-0.8736936545148227,0.7642387623419941,-0.7849832923777195,-0.1761069331481943,0.3641130581304287,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.4541650654768714,-0.9900495037128095,-1.1304851604210315,-1.019183979313898,0.15908825032734747,0.9578859753157553,-1.4357667433986352,-1.3933037788854497,-0.12005943732924378,0.6468424962717766,-0.31610813806459825,-1.3142835775825314,-1.6374209875379477,1.0030671216750635,0.6394533488641729,0.2831028012669145,-0.7342672077230512,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-1.5832126098225252,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.9928903907106499,-1.0439655927422493,1.375517072597003,0.6875481622004737,1.462272520881549,0.2096390516811874,-0.9758694489220956,-0.572741192596126,-0.6191178768404477,0.26629546489080713,1.1142655626114704,1.8903368717197957,0.7302398134149221,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.16209608622586,-0.9900495037128095,0.9533584532582887,0.981177118456265,-0.07130747788025202,-1.0439655927422493,-0.4986721380667558,1.0343568190481278,-0.826457632959062,-0.22756439290940172,-0.8109291212077213,-1.170032171384568,-1.0056101938551807,-1.5373658125434924,1.1142655626114704,0.9719174028895778,0.9133031910571687,0.5596406313378746,0.9940178924830986,0.9860966422066364
-1.0050310044519686,1.0100505037878158,1.6888326698509901,0.981177118456265,-0.07130747788025202,-1.0439655927422493,0.3281760431084319,-0.006069151494834045,-1.4198321172881094,-0.22756439290940172,-0.6459887934933469,0.265720105929536,0.37372765608961467,-1.4147242226157002,-0.7849832923777195,-0.8649215347708576,-0.9173305853652978,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
-0.08085095807226007,1.0100505037878158,-1.253064196519815,0.981177118456265,-0.9928903907106499,0.9578859753157553,-1.160150683006906,1.3811654758957816,-0.8829694886094475,-1.10197128209058,0.34365317279289903,-1.3751396395722972,-1.7161080460918454,-0.4169933932783217,1.1142655626114704,1.6607320045122411,1.4624933239839086,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-1.503541916169102,1.0100505037878158,-1.253064196519815,-1.019183979313898,1.0806711631577455,0.9578859753157553,1.6511331329887322,-0.6996864651901419,0.840642108727309,0.2096390516811874,0.5085935005072734,-0.04306806046297931,-0.2719690891026637,0.7863695755620469,0.6394533488641729,1.4311271373046865,-1.1003939630075446,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.5907433974541683,-0.9900495037128095,-1.253064196519815,0.981177118456265,-0.9928903907106499,0.9578859753157553,-1.490889955476981,-0.006069151494834045,0.6711065417761527,1.0840459408623657,-1.3057501043508444,0.3333379525848313,0.968509245747018,1.2216089022230845,-1.7346077198723144,-0.8649215347708576,0.5471764357726754,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.7341506460303299,1.0100505037878158,-1.253064196519815,-1.019183979313898,-0.9928903907106499,0.9578859753157553,0.8242849518135446,-1.0464951220377958,-1.6458795398896513,-0.22756439290940172,-1.4706904320652185,1.1312285431173161,0.3274411510579101,-0.4289809171058503,-0.310171078630422,0.9719174028895778,-0.002013697154064573,0.5596406313378746,0.9940178924830986,-1.0140993866100703
0.7522768669892506,1.0100505037878158,0.0953052005668042,0.981177118456265,-0.07130747788025202,0.9578859753157553,1.2101474363619655,1.3811654758957816,1.4057606652311636,-0.22756439290940172,-0.6459887934933469,-0.6178197570329895,-1.3573876320961353,1.6420943534040868,-1.4972016129986656,-0.8649215347708576,-1.2834573406497911,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.4011081671861294,-0.9900495037128095,-0.14985287163076313,0.981177118456265,-0.9928903907106499,0.9578859753157553,-0.9396578346935226,-1.0464951220377958,1.377504737405971,-0.6647678374999909,-1.4706904320652185,0.29952902925718367,-0.9431234120623796,1.2778580524907184,0.40204724199052416,-0.4057118003557487,1.279429946341662,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-0.9321892273974103,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.9928903907106499,-1.0439655927422493,1.3203938605186571,0.34073950535281977,-0.3178509321055929,1.0840459408623657,-1.4706904320652185,-1.2489196591490792,1.537833257636984,-1.2026372625901944,-0.07276497175677328,0.053497934059360104,-0.002013697154064573,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-1.546791721295246,1.0100505037878158,-1.253064196519815,-1.019183979313898,1.311066891365345,-1.0439655927422493,-1.160150683006906,-0.3528778083424879,-1.6458795398896513,0.2096390516811874,0.6735338282216478,-0.23465195931964938,-0.9917242423456694,-0.09701871880505895,-0.5475771855040708,-0.4057118003557487,0.9133031910571687,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.27661323390638554,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.7624946625030504,-1.0439655927422493,-1.1050274709285601,0.34073950535281977,0.10598798527229807,1.0840459408623657,-0.31610813806459825,0.3446075936940472,-1.0056101938551807,0.7107559637268667,-1.259795506125017,0.053497934059360104,0.9133031910571687,0.5596406313378746,0.9940178924830986,-1.0140993866100703
0.647566812473323,1.0100505037878158,0.3404632727643712,-1.019183979313898,0.38948397853494693,0.9578859753157553,-1.160150683006906,-1.3933037788854497,-0.3178509321055929,-1.539174726681169,-0.31610813806459825,-1.1204457505040182,0.8203924296455635,-1.306836508167943,1.5890777763587678,0.5127076684744689,1.4624933239839086,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.8889394222712663,1.0100505037878158,-0.027273835531979467,0.981177118456265,-0.07130747788025202,0.9578859753157553,0.2179296189517402,-0.6996864651901419,0.3037794800486472,-0.22756439290940172,1.0034144836503964,-1.3278071469135904,-1.6767645168148966,0.15195292992053455,-0.5475771855040708,-0.8649215347708576,1.4624933239839086,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.4200204824825472,-0.9900495037128095,-0.5175899799271135,0.981177118456265,1.311066891365345,0.9578859753157553,0.3281760431084319,-0.3528778083424879,-0.12005943732924378,0.6468424962717766,0.34365317279289903,1.0185321320251572,-0.06830846696316371,-0.4142270416258151,1.351671669485119,-0.4057118003557487,0.5471764357726754,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.1399506786243698,1.0100505037878158,-1.253064196519815,-1.019183979313898,0.15908825032734747,-1.0439655927422493,1.6511331329887322,-1.3933037788854497,0.44505911917461083,0.6468424962717766,-0.4810484657789726,-0.9604168467531525,-0.49645863850643074,-1.1528429328450758,0.6394533488641729,-0.6353166675633032,-0.18507707479631122,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.35173131649389877,1.0100505037878158,1.3210955615546396,-1.019183979313898,-0.3017032060878515,0.9578859753157553,0.4384224672651236,1.3811654758957816,-0.939481344259833,-0.6647678374999909,0.17871284507852472,-0.7282622399033052,-1.1120691554281013,-0.16525539290022162,0.6394533488641729,-0.4057118003557487,-0.18507707479631122,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-1.551344332361156,-0.9900495037128095,-1.253064196519815,0.981177118456265,-0.3017032060878515,-1.0439655927422493,-0.8294114105368309,-1.0464951220377958,-1.448088045113302,0.6468424962717766,-0.9758694489220956,-0.7282622399033052,-1.2532429957748,0.4599400805662687,1.1142655626114704,2.3495466061349046,0.9133031910571687,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
-1.203069585819049,1.0100505037878158,-1.253064196519815,-1.019183979313898,0.38948397853494693,-1.0439655927422493,-0.002563229361643179,1.0343568190481278,0.3037794800486472,0.2096390516811874,-0.15116781035022395,-0.3608719397428673,-0.9130371837917717,-0.6502890493063779,-0.07276497175677328,1.2015222700971322,1.279429946341662,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
0.8615395325710881,1.0100505037878158,-0.2724319077295465,0.981177118456265,-0.3017032060878515,0.9578859753157553,-0.11280965351833487,0.6875481622004737,-0.9959931999102184,-1.10197128209058,-0.9758694489220956,-0.8995607847633867,-0.49414431325484554,-1.1943382076326747,-0.7849832923777195,-1.3241312691859664,-0.18507707479631122,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.4813965085676119,-0.9900495037128095,0.7082003810607219,-1.019183979313898,-0.7624946625030504,-1.0439655927422493,-0.05768644143998903,0.34073950535281977,-0.7416898494834838,0.2096390516811874,-0.9758694489220956,2.09140196562251,0.896765162947876,-1.2266123102452517,-0.310171078630422,-0.1761069331481943,-0.36814045243855786,-1.7868609675630667,0.9940178924830986,0.9860966422066364
-0.8661763669417168,-0.9900495037128095,0.8307794171595057,-1.019183979313898,-0.7624946625030504,-1.0439655927422493,0.9896545880485821,-1.3933037788854497,-1.5893676842392657,-1.539174726681169,-1.3057501043508444,-0.2639530262036107,0.38067063184437033,1.7094089102817471,1.1142655626114704,2.3495466061349046,-1.4665207182920377,0.5596406313378746,0.9940178924830986,-1.0140993866100703
0.19002940034937865,-0.9900495037128095,0.21788423666558757,0.981177118456265,0.38948397853494693,-1.0439655927422493,-1.3806435313202894,1.0343568190481278,-0.007035726028472855,-0.6647678374999909,-0.15116781035022395,-1.055081832070566,1.7090933262542907,-0.65121116652388,1.5890777763587678,2.579151473342459,0.18104968048818207,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
0.16271373395391928,1.0100505037878158,0.8307794171595057,0.981177118456265,-0.9928903907106499,0.9578859753157553,1.044777800126928,0.34073950535281977,-1.1372728390361821,-0.22756439290940172,-1.635630759779593,-1.0528279038487227,1.5447762333917396,1.586767320353955,-1.259795506125017,-1.3241312691859664,0.18104968048818207,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.2083240679177371,-0.9900495037128095,-0.8853270882234643,0.981177118456265,1.5414626195729444,-1.0439655927422493,-0.22305607767502658,0.6875481622004737,0.5015709748249962,0.6468424962717766,0.5085935005072734,0.9914849933630391,-0.2719690891026637,0.4636285494362775,1.351671669485119,-0.6353166675633032,0.7302398134149221,0.5596406313378746,-1.0060181084889308,0.9860966422066364
1.6582464691053196,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.9928903907106499,0.9578859753157553,0.7691617397351987,0.34073950535281977,1.6600640156578983,-1.539174726681169,-0.4810484657789726,-0.2864923084220425,0.2834689712777908,-0.5138157011160525,0.6394533488641729,-0.8649215347708576,-0.7342672077230512,0.5596406313378746,0.9940178924830986,-1.0140993866100703
0.7978029776483495,-0.9900495037128095,1.198516525455856,-1.019183979313898,0.15908825032734747,0.9578859753157553,1.044777800126928,1.0343568190481278,1.5470403043571272,-1.539174726681169,1.333295139079145,0.3716547323561653,1.1374549891127397,0.44979679117374455,-1.0223893992513682,-0.8649215347708576,0.9133031910571687,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
